"pathway","pval","padj","log2err","ES","NES","size","genes"
"AFF4_TARGET_GENES",0.146067415730337,0.909622293299006,0.195789002148949,-0.486295716440682,-1.58167994074009,657,"2410006H16Rik,Mir6236,Abcg1,H4c4,H2ac8,Hnrnpa0,Tjp2,Ddx6,H4c14,Setd5,Rpl41,Rps2,Cd68,Rcc2,Rpsa,Lmnb1,Raly,Rpl36a,Myl12a,Rps5,Rpl13a,Rps28,Rpl7a,Rpl39,Npm1,Rps15a,Gas5,Eef1g,Pabpc1,Rpl6,Rps27,Eif4a1,Rpl3,Rpl10,Rpl11,Rps26,Zbtb37,Rpl22l1,Polr2a,Rpl7,Rps27a,Dgkh,Nop58,Rpl3-ps1,Rplp0,Rpl10a,Atxn2l,Hspe1,Septin9,Rpl37,Gcn1,Rps15,Ppp1r10,Rpl36al,Tpt1,Hnrnpa3,Rpl9,Hnrnpc,Trps1,Mt1,Azin1,Rplp2,Tbl1xr1,Patz1,Eef2,BC005537,Resf1,Rplp1,Hk2,Kat6b,Anp32e,Rpl18,Rpl23a,Rpl14,E2f3,Atp6v1a,Spen,Ncl,H2bc8,H2ac15,Rpl12,Rpl26,Rps12,Tubb5,Tet2,Tfrc,Rpl22,Xpo1,Trip12,Ubald2,Arid1a,Ipo7,Birc6,Rpl18a,Senp6,Mybl2,H2ac20,Eef1a1,Scd2,Eef1b2,Cic,H1f4,Slc2a1,Cbx3,Slc25a12,Atxn7l3,Skp1,H1f1,Rps8,Senp3,Rad21,Ddx3x,Ints5,Tmem131,Snx5,Zfas1,Lasp1,Cbx5,Rpl13,Tdrd3,Zfhx2,H4c3,Rps9,Eif4e2,BC051226,Bcl7a,Actb,Rpl27,Zfp568,Stx3,Rpl35a,Set,Rps23,Rpl21,Hcfc1,Ino80d,Gapdh,Gpi1,Klf3,H3c6,Hnrnpa1,Cltc,Snhg6,Etf1,Slc38a1,Ccnd1,Hnrnpab,Pgk1,a,Trp53bp1,Itpk1,Actg1,H2bc15,Rpl28,Hnrnpdl,Lockd,H2ac22,Snhg12,Rabggtb,H2ac13,Fbxo5,Rnf157,Lpar6,Mesd,Srsf1,Kntc1,Brd2,Arl15,Srm,Tmpo,Rps11,Jade1,Ap4m1,Surf1,Klf2,H2bc27"
"AHCY_AHCYL_TARGET_GENES",0.48433734939759,0.909622293299006,0.0911073131586733,-0.304051847660457,-0.92253918297464,109,"H4c4,Rpl22l1,Nop58,Srsf6,Smim30,Sacs,Hdgfl3,Selenof,Arid1a,Rictor,Ptbp3,Prelid1,Snx5,Zfp866,Mettl15,Spg11,Rpl35a,Snrnp70,Ndufb3,Snhg6,Mterf4,Rps14,Hycc2,Msl2,Tex15,Zfp146,Cdca7,Cdk5rap1"
"ANP32E_TARGET_GENES",0.438066465256798,0.909622293299006,0.0714786287425507,0.266359498743702,0.866467276633304,987,"Egr2,Arhgap21,Kpna2,Cnot9,Dhrs7,Cdk2ap2,Sf3b4,Idh1,Ddx24,Vrk3,Ccng2,Sirt2,Naa35,Cfap418,Psmc4,Iscu,Faap20,1600020E01Rik,Zfp46,Mrps21,Arhgef1,Med11,Rhoc,Asap1,Eml4,Tmem19,Plekhg2,Arhgap4,Ythdf2,Mtmr14,Nfkbib,Phkg2,Nfkb2,Nr1h2,Anapc15,Lamtor3,Tspan31,Tfe3,Ppp2r5b,Fbxo30,Rbms1,Usp37,Tmem59,Dsel,Numb,Akirin1,Fmnl3,Rufy1,Cdc37,Abhd5,Nelfa,Brd7,Tmed1,Parp11,Chfr,Rpa1,Sfr1,Depdc1b,Prr14,Ptprs,Emc9,Slc35a4,Abhd16a,Dgat1,Cuta,Dnttip1,Sra1,Ubap2l,Hmg20b,Tor2a,Rab28,Zfp263,Exosc10,Prdm4,Nap1l4,Abhd4,Xbp1,Leprot,Donson,Ado,Irf3,Evl,Srsf5,Hbp1,Cchcr1,Camta2,Asah1,Gbp6,Kdm4c,Clptm1,Pja1,Wbp2,Cnot3,Atxn7l3b,Ppp1cc,Ap2s1,Rnf167,Dctn1,Egln2,Traf7,Grk4,Trp53bp2,Cyc1,Sgk1,Clpp,Zbtb7b,Tmbim6,Tmem128,Chmp7,Pias1,Arpc5,Slc25a32,Zbtb17,Sacm1l,Ubtf,Ociad1,Dcun1d4,Bcl2l12,Cdipt,Plgrkt,Blzf1,Phb1,4930481A15Rik,Ripk2,Nfe2l1,D8Ertd738e,Acp6,Nosip,Snrpb,Hras,Tsg101,Slc25a25,Ice2,Dcaf11,Wdr12,Stim2,Tcp11l2,Psmg1,Gimap4,Dpagt1,Ing4,Cyb5a,Rnf19a,Cmc2,Snf8,Fpgs,Usp2,Polr2c,Pacsin2,Armt1,Hdgfl2,Abcd4,Zfp335,Gatb,Get4,Pfkfb2,Bicdl1,Jkamp,Btbd1,Rae1,Ndufc1,Mrpl1,Itpripl1,Actr1a,Septin11,Zfp60,Cars2,Eapp,Zfr,Dpm2,Ints9,Lsg1,Bad,Kctd12,Anapc10,Med16,Smg7,Il1rap,Ergic2,Coil,Park7,Dad1,Yars1,Atp6v1c1,Mrps17,Slc19a2,Sertad1,Ubxn1,Stxbp3,Ubap1,Nampt,Prkrip1,Setd3,Ift46,Rnf181,Ciao1,Ppp1r7,Zfp653,Fry,Tmem123,Rnh1,Nans,Lrrc28,Tmem127,Khk,Copb2,Sap30,Tmub2,Seh1l,Capzb,Trp53rka,Recql5,Rnf122,Sh3yl1,Trmt12,Fiz1,Wbp1l,Selenok,Smarcc2,Ppme1,Ing3,Zfyve19,Camk2d,Ap5s1,Ubl3,Zfp395,Exoc7,Zdhhc7,Rnpepl1,Cln3,4930581F22Rik,Dph2,Slc25a35,Acox1,Pex12,Atox1,Prkag2,Bcor,Bcas3,Supt20,Ttc7,Srsf10,Abcb8,Abcb10,Coro1c,BC004004,Hibadh,Wdr43,Dync2i2,Hnrnpll,Dcaf13,D6Wsu163e,Srd5a3,Rnase4,Mtx2,Guk1,Brd3,Pcf11,Ube2v1,Hivep1,Dhodh,Utp3,Stam,Mon1a,Kptn,Gtpbp3,Bloc1s1,Odad1,Ssrp1,Tomm34,Dus3l,Tmem183a,Prkci,Mindy1,Wdr83,Tmem30a,Capns1,Lsm14a,Rpa2,Eif3b,Shc1,Map4k5,Vps25,Rbks,Etv5,Atp6v1f,Zfp473,Bcl2l11"
"ASH1L_TARGET_GENES",0.323893805309734,0.909622293299006,0.0965629554309422,0.62348908466241,1.13264034763617,6,"Crebzf,Ints7,Pde4d,Tcf4"
"ATAD2_TARGET_GENES",0.450396825396825,0.909622293299006,0.0843144320642653,0.793243586487173,1.04218117319513,1,"Haus5"
"BAZ1A_TARGET_GENES",0.556756756756757,0.909622293299006,0.0897104652742981,-0.260523511822314,-0.860361703188755,399,"Mir6236,ND5,Mphosph9,Etfbkmt,Rpl3,Tmem94,Polr2a,ND1,Parp4,Mrpl43,Kif1c,Matr3,Rtn4,Dyrk3,E2f3,Med13,Gpalpp1,Zfp407,Snhg15,Fancl,Usp32,Tmem87a,Atad2b,Ep400,Trip12,Rps6ka5,Ndufc2,Rb1cc1,Rps7,Dcaf7,H1f4,Cbx3,Myh10,Skp1,Nt5c3b,Dap,Sf3b6,Perp,Prr11,H4c3,Spg11,Canx,Rpl21,Ppp1cb,Acer3,Usp34,Mrps23,Timeless,Cltc,Acaca,Ofd1,Pgap1,Mrpl30,Mob1a,Ube2w,Spata2,Rsbn1l,Mesd,Tm9sf2,Eif2b2,Fam76b,Bmpr2"
"BCL11A_TARGET_GENES",0.318284424379232,0.909622293299006,0.112843355675562,-0.7395529023244,-1.20625642700854,3,"Actb,Eomes,Gata6"
"BMI1_TARGET_GENES",0.435294117647059,0.909622293299006,0.109684061970549,-0.260125436138175,-0.85270076927755,948,"Mir6236,CYTB,ND5,Abcb1a,Tjp2,Pkp4,Chsy1,Id2,ND6,Cdkn2a,Rbm45,Srgn,Rpl10,As3mt,Sec61g,Ncald,Apbb1ip,H60b,Lclat1,Bclaf1,Irf2bpl,Cep135,Gcn1,Atp5mc2,Ppp3cb,Dpy19l4,Rps19-ps6,Cdkn2c,Ntrk3,Atrx,Kctd1,AI504432,Lrba,Trps1,Zdhhc17,Runx2,Akap13,Tbc1d14,Pfdn4,Rtraf,Ikzf1,Bcl11b,Ptpn22,Med14,Enpp1,Gm11249,Celf2,Cdk12,Adamts6,Eef1d,Bcl2,Tfrc,Zfp142,Lncpint,Ppwd1,Tbc1d8b,Crem,Trmt112,Ythdc2,Acbd6,Cic,Gtf2i,Ap1s2,Bmal1,Pole2,Dock8,Fgf13,Zfp800,Ccdc30,Lrrc56,Dop1a,Pdpk1,Foxp1,Elk3,Inpp1,Ppp6r3,Zmym4,Pole4,Rpl38,Rbm19,Nasp,Spon1,Psd4,Adam22,Hmgxb3,Irf8,Lactb2,Sptbn1,Tnrc18,St3gal4,Mob4,Tia1,Ncoa2,Irag1,Arih1,Fyn,Pfkp,Olfm1,Stx3,Coq9,Zfp770,Nbeal1,Gstt2,Nfs1,Zfp91,Ppp3r1,Wipf1,Acaca,Usp49,Prkacb,Satb1,Txlng,Acin1,Pde4dip,Uhmk1,Atf6,Ltb4r1,Tmcc3,Rfx3,Nfatc1,Tmem163,H2-Q6,Ccr9"
"BRD3_TARGET_GENES",0.626356589147287,0.909622293299006,0.0554793308704233,0.259275363917118,0.844085396445847,489,"Arhgap21,Rsu1,Sh3gl1,Rtf2,Herpud1,Mcur1,Lrpap1,Rbpj,Vrk3,Mrpl37,Kctd10,Vps35l,Med8,Abtb1,Pter,Mfap3,Dcakd,Acadm,Zfpl1,B4galt3,Fam114a2,Eml4,Twf2,Ctnnbl1,Pop4,Mtmr14,Ccdc174,Paip2,Med28,Adam8,Crybg2,Mkrn2,Ptgr2,Cnot8,Nelfcd,Cdc37,Gskip,Fuca1,Kifap3,Aamp,Kif15,M6pr,Vps33a,Abhd4,Shoc2,Atg9a,Ubiad1,Coa5,Nsmf,Mpv17,Gle1,Rell1,Cdadc1,Ccdc12,Mturn,Il6st,Grk4,Gpatch11,Bag5,Chmp7,Hk1os,Brd8,Dgkz,Necap2,Mcoln1,Ttc1,Tmx1,Adgrg3,Scamp2,Snf8,Ipo9,Unc50,Gosr1,Pitpnb,Serhl,Cox15,Pepd,Golga7,Scarb1,Kiz,Supt4a,A930006K02Rik,Eapp,Ints9,Setdb2,Aars2,Anapc10,Rnf220,Dad1,Cyb5r4,Sugct,Gba1,Washc1,Prkrip1,Cggbp1,Gfm2,Eif2ak1,Eprs1,Rpl7l1,Ppdpf,Cpt2,Recql5,Dcp1a,Sf3a3,Srsf7,Coro7,Aff1,Cgas,LOC118568483,Ctdsp1,Pomp,Aasdhppt,Mcm2,Uqcr11,Pnkd,Miga2,Adrb2,Arf4,Clcc1"
"CARM1_TARGET_GENES",0.311224489795918,0.909622293299006,0.0965629554309422,0.356342585098038,1.05160435978751,97,"Tmem176b,Iscu,Tmem176a,Mfng,Arhgef4,Rsad2,Irf3,Dctn1,Cuedc2,Erlin2,Gstt1,Phb1,Tmc6,Slc25a25,Cdk4,Map3k8,Tle1,Irag2,Hes6,Yars1,4933421O10Rik,Sec11a,Mgat1,Man2c1,Rnf122,Dcaf12,Eno1,Zfp329,0610038B21Rik,Tceanc,Mia2"
"CBX6_TARGET_GENES",0.442595673876872,0.909622293299006,0.0758886900606117,0.315371293150542,0.963359298084921,126,"Gpat3,Idh1,Iscu,Cwc25,Slc39a3,Xpnpep1,Tsr3,Ndufs7,Nutf2,Klhl5,Prdm4,Ado,Lmbr1l,Atosb,Kdm4c,Fam111a,Jtb,Atp10d,Mmp25,Rsrc1,Ypel5,Mob3c,Usp35,Phc1,Mrps31,Caap1,Keap1,Rnf43"
"CEBPG_TARGET_GENES",0.329787234042553,0.909622293299006,0.121543282035469,-0.299459025451826,-0.957340401953138,293,"Ccl9,H4c14,Rcc2,Mdn1,Rpl13a,BC065397,Eif4a1,Rad23b,Atxn2l,Mdfic,Hnrnpul2,Nudt21,Ptpn22,Taf15,Atp13a3,Spen,Fdxr,Taco1,Clcn3,Rpia,Rbm4,Cp,Got1,Foxp1,Smarca2,Ppp1r15b,Ccdc186,Pfkp,Knl1,Cldn12,Acaa1a,Slc45a4,Sertad2,Vars1,Pde4dip,Clcn6,Atf6,Gtpbp4,Jdp2,Il1rl2,Calcrl,Hnrnpdl,Lockd,AW209491"
"CGAS_TARGET_GENES",0.421686746987952,0.909622293299006,0.0992333343771191,-0.313055166782476,-0.960833883424446,114,"Med12l,Gas5,Rps6ka3,Zbtb37,Cux1,Atxn2l,Tbl1xr1,Rpl23a,Rb1cc1,Nup210,Fgf13,Ptbp3,Dpm1,AU022252,Wscd2,Map2k4,Rps2-ps13,Gm11687,Kansl1l,Sub1,Mecp2,Rab1a,Sult2b1,Gse1,Rnf26rt,Zfx"
"CHAF1A_TARGET_GENES",0.360182370820669,0.909622293299006,0.0819778796501272,0.279086115806431,0.904313704086057,805,"Insr,Slc39a13,Trp53i11,Agpat5,Niban2,Sh3gl1,Wdfy1,Wbp4,Adrm1,Ssbp2,Lamtor2,Idh1,Tmem222,Rbpj,Tfeb,Lbr,Tacc1,Fam118a,Naa35,Cfap418,Rnf166,Cul4a,Ccdc102a,Sec13,Prmt5,Rnf115,Zfpl1,Arhgef1,Ints4,Vps72,Atp6v1d,Mtmr14,Ap1ar,Zfp637,Nkiras2,Akirin1,Wars1,Mkrn2,Edc4,Atg101,Zfp606,Gucd1,Exosc8,Cnppd1,Zfp560,Cpsf1,Trp53rkb,Gins4,Ciz1,Cnih4,Wdr24,Ndufs7,Notch2,Usp28,Sucla2,Appl2,Stx18,Ino80b,Kctd5,Timm13,Lrrc59,Ppp1ca,Gm15417,Arl14ep,Zfp467,Ubiad1,Cops8,Asah1,Zfp69,Pde8a,Mrpl44,Clptm1,Ndufb7,Slc48a1,Mllt1,Uchl5,Zyx,Trmt10c,Pik3c3,Grk4,Trp53bp2,Sgk1,Zbtb7b,Tmem115,Taf1b,Trnt1,Erlin2,Hook2,Rom1,Eeig2,Wdr70,Aip,Cdipt,Fbxo22,Dgkz,Ptpn21,Nosip,Aar2,Trmu,Raf1,Gpbp1,Ndrg3,Dpagt1,Rhot1,Elovl6,Psmf1,Dnttip2,Timm23,Inpp5f,Ipo9,Pole3,Rab33b,Rap1a,Ctbp1,Ankrd46,Trpc4ap,Mrpl1,Wdr36,Dmap1,Ddx1,Mrps27,Eftud2,Pcif1,Mien1,Cops7b,Bcl7c,Parp2,Vps18,Lsg1,Aars2,Rnf220,Ints10,Mtres1,Pafah1b3,Det1,Ints12,Ccdc107,Rrn3,Zfp64,Ift46,Oma1,Fibp,Api5,Zfp790,Gfm2,Ccdc59,Drg2,Ddost,Gins3,Man2c1,Seh1l,Atxn1l,Txnl4b,Tbp,Denr,Pheta1,Vps36,Mrps31,Dcp1a,Scrib,Sf3a3,Aspscr1,Ssbp1,Slc35b2,Mylpf,Ap5s1,Alkbh3,Palb2,Ybx3,Tpm1,Orai1,Dctn6,Aurkaip1,4930581F22Rik,Cdkn2aipnl,Smarcd1,Akt1,Ubqln4,Ddit4,Pex12,Mitd1,Adam17"
"CTNNB1_TARGET_GENES",0.0239733080803035,0.909622293299006,0.352487857583619,-0.506702681926488,-1.5551799084514,114,"Mir6236,CYTB,ND5,COX1,ND2,ND6,ND1,Zfp292,Por,Zfp142,Irak2,Cp,Pdpk1,Atrnl1,Slc39a14,Dpm1,Pip4k2b,Notch1,Usf2,Rnf41,Smim3,Gas2l3"
"CUX2_TARGET_GENES",0.536977491961415,0.909622293299006,0.0645031249656493,0.284086664265326,0.907990315351528,215,"St6gal1,Usp18,1600014C10Rik,Gm2a,Tor3a,Ppp4r1,Oasl1,Angel2,Acadm,Tyw1,Il4ra,Zfpm1,Psme3ip1,Casp8,Sec11c,Hbp1,Kpnb1,Pja1,Atxn7l3b,Atg7,Dbi,Faf1,C9orf72,Tle1,Rabgef1,Cfap20,Eapp,Rnf139,Dlat"
"DDIT3_TARGET_GENES",0.555858310626703,0.909622293299006,0.0902635484340068,-0.265209734770249,-0.849313092136758,308,"ND5,Lrrk1,H4c14,Rcc2,Rpl13a,Mt2,Rpl7,Mdfic,Sf1,Taf15,Spen,Ncl,Slc4a1ap,Cdk12,Clcn3,Ep400,Ubald2,Ubr4,Hdac8,Idh3b,Got1,Rad21,Foxp1,Trappc10,Nol12,Fcgr2b,Ppp1r15b,A930007I19Rik,Ahcyl1,Acaa1a,Pnpt1,Zfp938,Sertad2,Atf6,Nfatc1,Gtpbp4,Otud7b,Pgk1,Tns1,a,Akr1b1,Tnfsf8,Supt7l,Edem3,Uxt,Atp5mc3,Plekhb1,Prdm15,Ulk2,Peds1,Tbce,Mdm4,Thap6,Tmem135,Ss18l2,Dcun1d3,Ascc3,Furin,Tmem231,Csde1,Slc25a29,Soat2,Rab39b,Tnpo3"
"DDX5_TARGET_GENES",0.284090909090909,0.909622293299006,0.120985142145252,-0.415352807435117,-1.1160552406722,40,"CYTB,ND2,ND6,Trpm7,Mtdh,Zfp507,Clcn6,Zbtb40"
"DLX1_TARGET_GENES",0.258666666666667,0.909622293299006,0.139599673451922,-0.312841055447335,-1.0129714308936,250,"Ccl9,H4c4,Rps27,Eif4a1,Memo1,Uqcrh,H2bc4,Rsf1,Arid3a,Irf2bpl,Rev3l,Trpm7,Hnrnpc,Pfdn4,Kat6b,Slc4a1ap,Mis18bp1,Tuba1b,Ambra1,Tubb5,Rpia,Arid1a,C2cd3,Prkcsh,Kmt2b,Cp,Cbx3,Sbno1,Tango6,Rexo5,Atxn7l3,Oxsr1,Tnrc18,Wipf2,Actb,Zfand3,H2ac6,Mbnl1,H3f3a,H3c6,Cltc,Cep350,Tns1,Msl2,Hnrnph1,Trak2,Hexim2,Ppih,Ncoa6,Supt7l,Srsf1,Syncrip,Mapk1,Atp5mc3,Nme1,Farsa,Dot1l,Rbm25,Gatad2b,Glul,Fbxo11,Supt3,Lman1,Kmt2c,Dnajc1,Ptpn12,Oga,Mettl23,Gm14137,Fitm2,Wiz,Mllt3,Nufip2,Prorp,Rpl5,Dclre1c"
"DLX6_TARGET_GENES",0.185185185185185,0.909622293299006,0.155241966228839,-0.502409114876624,-1.27123589789091,27,"Gm4876,Myh9,Ptpn22,Ubald2,Cp,Mbnl1,Tns1,Emp1,Smad3,Abl2,Pigt"
"DNAJC2_TARGET_GENES",0.100538599640934,0.909622293299006,0.188204146308491,0.542011781440165,1.4067226483827,34,"Ccm2,Trp53i13,Tyw1,E2f2,Ppp5c,Acd,Sbds,Dgkz,Xkr8,Tiam2,Ipo9"
"DNMT1_TARGET_GENES",0.0269221362600172,0.909622293299006,0.352487857583619,-0.50812711545832,-1.52297696860365,98,"ND3,CYTB,Gm6136,ND4,Rab20,ND1,Arfgef1,Gpr183,Arid1a,Cox7a2l,Fndc3a,Mob4,Cd84,Scml4"
"DUXBL1_TARGET_GENES",0.341463414634146,0.909622293299006,0.11331290842208,-0.312032207679894,-0.996359577622384,161,"Ccl9,Cd68,S100a4,Smpd4,Ptpn22,Tcaim,Clcn3,Ubald2,Cp,Arid5b,Atf1,Ppp1r15b,Rbm19,Gls,Smchd1,Sag,Mob4,Sclt1,Ttc32,Ppm1f,Zfp595,Uvrag,Sp1,Wscd2,Hexim2,Rdm1,Aph1a,Kntc1,Fryl,Zfp512,Litaf,Tomm40l,Zfp882"
"DZIP3_TARGET_GENES",0.0532917741329106,0.909622293299006,0.321775918075361,-0.779720656527473,-1.54407233276081,8,"CYTB,ND6,Por"
"EED_TARGET_GENES",0.207547169811321,0.909622293299006,0.158514105424824,-0.304663504998082,-1.00938718899909,422,"ND3,Mir6236,CYTB,COX1,ND4,Pak6,ND2,Alcam,Zhx2,Rab20,ND1,Hic1,Hspe1,Cdkn2c,Ntrk3,Runx2,Pfdn4,Ikzf1,Eef1d,Bcl2,Snhg15,Tbc1d1,Xpnpep3,Fgf13,Cbx3,Rreb1,Atxn1,Foxp1,Gls,Spon1,C1qbp,Nt5c2,R3hdm2,Cacna1a,Lrrcc1,Usp34,Nup58,Satb1,Stat5a,Ret,Pde4dip,Nfatc2ip,Tmcc3,Slc35e2,Nfatc1,Pgk1"
"ELK1_TARGET_GENES",0.52833078101072,0.909622293299006,0.0629394692018967,0.261733659146003,0.846583957638226,746,"Egr2,Itgb1,Lin37,Fam234a,Htra2,Irf5,Cnot9,Mospd3,Rtf2,Ildr1,Gpat3,Stmp1,Add1,Ndrg1,Stradb,Calcoco1,Slc25a19,Rbpj,Oasl1,Arhgap1,Fam118a,Iscu,Tex10,Tdp1,Sec13,Inpp5b,Abhd10,Ints4,B4galt3,Xpnpep1,Pttg1ip,Plekhg2,Atp6v1d,Ap1ar,Zfpm1,Wdr47,Rbms1,Tmem59,Mapk3,Ap1m1,Rpusd4,Lrrfip1,Daglb,Cyb5r1,Nelfa,Aftph,Cxxc1,Slu7,Cd101,Trp53rkb,Wdr24,Kifap3,Slc35a4,Kctd5,Uap1,Hsd11b1,Psmd11,Dsn1,Irf3,Shoc2,Camta2,Cops8,Kpnb1,Atosb,Trappc2b,Inpp5e,Ergic1,Mfn1,Dctn1,Rngtt,Cmas,Snw1,Slc35a1,Cfap410,Zbtb17,Ankra2,Mad2l1bp,Bcl2l12,Dgkz,Bsg,Eif5b,Ripk2,Mcoln1,Ly6e,Atg13,Otud6b,Tgoln1,Wdr1,Gpbp1,Ndrg3,Tcp11l2,Copa,Ezh2,Mrpl18,Plekhg5,Pramel12,Zdhhc12,Zcchc17,Anapc2,Cox15,Pepd,Ppp2r5a,Trpc4ap,Chst10,Lxn,Ostf1,Scyl3,Ddx1,Morc3,Paxip1,Rars1,Coil,Pafah1b3,Lamtor1,Pih1d1,Smarce1,Ssbp4,Ift46,Sec31b,Fibp,Nelfb,Ppp4c,Kyat1,Pcbp3,Vps26c,Slc43a2,Fam114a1,Lrrc1,Ythdf1,Vps16,Khk,Sf3a2,Ankrd13d,Mtfr1,Sh3d19,Cog1,Bst2,Zfp839,Mier2,Ube2m,Aup1,Slc35c2,Scrib,Usp16,Ubqln1,Camk2d,Ssbp1,Thoc6,LOC118568483,Ifit1bl1,Tent5c,Carm1,Amz2,Alkbh3,Pak1ip1,Tpm1,Pomp,Amfr,Kcnmb4,Akt1,Nif3l1,Slc29a1,Larp1b"
"ELK3_TARGET_GENES",0.199074074074074,0.909622293299006,0.149207542435322,-0.446318817951088,-1.21122993961061,44,"Mir6236,Thrap3,Dmtf1,Dcaf7,Rpl27,Chka,Sp1,Hexim2"
"ELK4_TARGET_GENES",0.459627329192547,0.909622293299006,0.0704500850658419,0.269854907123252,0.871981133656183,772,"Egr2,Ehd3,Rsu1,Tmem170b,Wdfy1,Mob3a,Ssbp2,Dync1li2,Stradb,Lrrc8a,Fam32a,Oasl1,Vps35l,Arhgap1,Cox11,Ist1,Prpsap1,Iscu,Stk16,Cul4a,Thap3,Psmd7,Txnip,Ppp1r35,Pitpna,Cwc25,Abhd10,Wdr53,Xab2,Tada2b,B4galt3,A430005L14Rik,Sec23b,Rnf25,Polr2e,Txndc15,Nup50,E2f2,Tor1a,Ap1m1,Gdap2,Vdac2,Tmem237,Aftph,Rer1,Chfr,Psmd12,Pin1,Lrrc75b,Dok2,Ndufs7,Trim32,Cyp4f16,Prr14,Stx18,Dnttip1,Abhd4,Rph3al,Dnajb6,Irf3,Shoc2,Ankrd13a,2410004P03Rik,Mocs3,Hbp1,Trappc2b,Mrpl44,Wdr3,Xrcc1,Ufd1,Mfn1,Ddias,Ywhae,Ppp1r16a,Hspbp1,Zswim1,Cuedc2,Zbtb17,Ccdc124,Smn1,Bcl2l12,Aip,Pfdn6,Kifbp,Nsdhl,Nfe2l1,Tmed2,Akt1s1,Tmed10,Zdhhc16,Dpagt1,Ing4,Hsdl1,Nup85,Timm23,Cmc2,Mrpl18,Suclg1,Fto,C9orf72,Mgme1,Get4,Traf3ip1,Phtf1,Rtca,Ccdc137,Noc2l,Slc25a44,Rae1,Bloc1s5,Pomgnt1,Tppp3,Scyl3,Cfap20,Morc3,Eftud2,Eapp,Ccdc28a,Slc20a1,Med25,Pla2g6,Aars2,Bad,Tmem221,Dad1,Fig4,Cyb5r4,Lamtor1,Klc1,Gba1,Cops6,Rfc5,Nudcd2,Srfbp1,Snap29,Cplane2,Znhit1,Lca5,Nelfb,Dnajc10,Lyrm4,Pex16,Khdc4,Mgat1,Phc2,Tdrp,Vps16,Lrrc28,Sf3a2,Capzb,Txnl4b,Tbc1d17,Ncln,Vps36,Trmt12,Arid3b,Uba2,Fiz1,Wdr90,Selenok,Ufsp2,Mpc2,Snapc2,Lyrm7,Ate1,Cstf2t,Ssbp1,Usp22,Imp4,Dnlz,Alkbh3,Rnpepl1,Actr8,Haus8,Ddx31,Cln3,Ebna1bp2,Nif3l1,Erh,Rcan1,Ddit4,Pex12,Blcap,Dnajb12,Cycs,Fuz"
"ELL_TARGET_GENES",0.608695652173913,0.909622293299006,0.0568864160475701,0.26160995797355,0.851857453436544,495,"Htra2,Plekha1,Sesn1,Taf6,Abcf2,Lrrc41,Lamtor2,Stradb,Calcoco1,Tfeb,Vps35l,Sirt2,Ap2m1,Ncoa3,Prpsap1,Acad8,1600020E01Rik,Sh3bp5l,Trmt1l,Txnip,Zfp46,Inpp5b,Fbxo38,Zmat5,Tmem43,A430005L14Rik,Ccdc174,Nfkbib,Txndc15,Zfp637,Tor1a,Cxxc1,Dync1i2,Map1lc3b,Dnm1l,Supt5,Cnih4,Nutf2,Prr14,Asl,Maf1,Dgat1,Sec11c,Tor2a,Timm13,M6pr,Gpr108,Chchd4,Ado,Irf3,Tarbp2,Rab7,Prcc,Zfp189,Trappc2b,Timm22,Erp44,Wbp2,Ap2s1,Fen1,Vrk1,Smim33,Traf7,Grk4,Spcs2,Cdk5,Tmem115,Cuedc2,Ccdc124,Crtc2,Dcun1d4,Brd8,Smim13,Bcl2l12,Sharpin,Phb1,Akt1s1,Pde6d,Ptdss2,Wdr12,Ndrg3,Daam1,Zw10,Fto,Mpi,Cep97,Mgme1,Mrps25,Daxx,Serpini1,Chst10,Bub3,Spink10,Eapp,Ints9,Stk25,Cops7b,Ift20,Med25,Abraxas2,Bad,Trir,Ccdc107,Usp35,Tmem160,Khdc4,Ctu1,Rpp30,Eprs1,Tbc1d17,Snx1,Ncln,Fiz1,Aup1,Ing3,Scrib,Zfyve19,Ppcdc,Dffa,Edem2"
